Word	AFINN	freq	avg_AFINN	sd_AFINN
hostel	0	2	0.390	0.000
hostesa	3	2	2.890	0.000
hostnik	0	1	0.390	0.000
hostov	3	1	2.890	0.000
hot	-1	4	-0.860	2.500
hote	-3	6	-2.735	1.046
hotel	1	319	0.542	2.303
hotelir	2	16	1.562	2.014
hotelirski	1	2	1.015	0.884
hotelirstvo	1	6	0.598	2.309
hotelski	1	54	1.066	2.502
hotenje	2	1	1.640	0.000
hoteti	0	463	-0.399	1.997
house	-1	6	-0.582	2.747
hr	0	41	0.465	2.202
hraber	3	1	2.890	0.000
hrabriti	0	1	0.390	0.000
hrabrost	2	2	2.265	0.884
hram	1	17	0.688	1.183
hramba	0	9	0.483	2.715
hramec	-2	6	-1.693	1.291
hrana	0	577	-0.174	2.357
hranilec	0	1	0.390	0.000
hranilen	0	9	0.020	1.633
hranilnica	1	61	0.515	1.980
hranilnik	2	1	1.640	0.000
hranilniški	0	5	0.223	1.087
hranilo	0	1	0.390	0.000
hraniti	0	54	-0.468	2.030
hranjenje	-1	5	-1.193	1.624
hrapav	-3	1	-3.360	0.000
hrapavost	0	3	-0.443	0.722
hrastar	0	2	0.390	0.000
hrastje	-2	3	-2.110	1.250
hrastniški	-1	2	-1.485	0.884
hrastovina	0	1	0.390	0.000
hraški	-1	2	-1.485	0.884
hrbet	-1	25	-0.710	1.920
hrbten	2	5	2.140	1.118
hrbtenica	0	19	-0.235	3.099
hrbteničen	3	1	2.890	0.000
hrbtenjača	2	7	2.057	1.291
hren	0	37	0.247	1.382
hrenov	3	4	2.890	1.021
hrenovec	2	2	1.640	1.768
hrepeneti	2	2	1.640	1.768
hrib	1	7	1.104	1.747
hribina	2	2	2.265	0.884
hribovit	-1	4	-0.860	3.227
hribovje	-2	2	-2.110	0.000
hripavost	0	1	-0.443	0.000
hromiti	-3	2	-2.735	0.884
hrošč	-2	1	-2.110	0.000
hrovat	0	20	-0.005	0.839
hrovatin	0	4	0.078	0.625
hrpelje	2	3	2.057	1.443
hrt	2	5	2.140	1.118
hrumeti	-1	1	-0.860	0.000
hrup	0	65	0.443	2.155
hrupen	0	4	-0.027	3.146
hruševec	-5	1	-4.610	0.000
hruševje	-5	1	-4.610	0.000
hrušica	-2	8	-2.110	1.768
hruška	-1	5	-0.527	2.346
hruškov	-3	3	-2.943	2.887
hrvaščina	-1	2	-1.485	0.884
hrvaški	0	1252	0.084	1.906
hrvat	0	95	0.058	2.386
hrvatski	0	11	0.428	2.741
hr.	0	33	0.481	2.057
hu	1	9	0.760	1.420
hud	-1	561	-1.224	2.106
hudič	-1	8	-1.485	1.157
hudobija	-1	2	-0.860	1.768
hudodelec	-2	2	-2.110	3.536
hudodelski	-4	4	-3.985	0.722
hudodelstvo	1	6	1.015	3.750
hudomušen	-2	1	-2.110	0.000
hudournik	-2	19	-2.044	1.585
hudo...	-1	194	-1.275	2.197
hui	4	1	4.140	0.000
hujskati	-2	3	-1.693	0.722
hujšanje	1	8	0.747	2.673
hujšati	-5	1	-4.610	0.000
huligan	0	4	-0.235	2.394
human	0	6	-0.027	2.458
humanist	-2	1	-2.110	0.000
humanističen	0	2	0.390	3.536
humanistka	3	1	2.890	0.000
humanitaren	2	52	1.640	2.484
humanitarnost	5	1	5.390	0.000
humanitas	2	4	1.952	1.573
humor	2	3	2.057	3.819
humoren	1	4	1.015	2.394
humorist	3	2	2.890	0.000
humus	0	1	0.390	0.000
hunt	0	2	0.390	3.536
hupa	-2	3	-2.110	1.250
huš	0	1	0.390	0.000
hvala	0	38	0.491	1.747
hvaležen	1	11	1.413	2.611
hvaležnost	2	5	2.390	2.271
hvalisanje	-2	2	-2.110	0.000
hvaliti	1	21	0.747	1.942
hvaljenje	2	1	1.640	0.000
i	0	361	0.198	1.814
iba	-2	1	-2.110	0.000
iberski	-2	4	-1.798	1.197
ica	0	1	0.390	0.000
id	0	61	0.371	2.397
ida	0	10	0.390	4.375
ideal	0	4	0.390	2.700
idealen	1	56	0.918	1.960
idealistka	0	1	0.390	0.000
idealizirati	4	1	4.140	0.000
idealno	1	2	1.015	2.652
ideja	1	357	1.058	1.931
idejen	1	34	1.236	1.641
identičen	-1	18	-0.513	1.593
identificiran	0	2	0.390	0.000
identificiranje	3	1	2.890	0.000
identificirati	-1	8	-1.016	1.695
identifikacija	1	12	0.807	2.018
identifikacijski	-1	8	-1.329	2.106
identiteta	0	40	-0.251	2.256
ideolog	0	1	0.390	0.000
ideologija	0	9	-0.304	2.872
ideologizem	-1	1	-0.860	0.000
ideološki	0	22	-0.443	1.646
idiličen	0	2	-0.235	6.187
idiosinkratičen	-1	1	-0.860	0.000
idiot	-2	3	-1.693	0.722
idiotizem	0	1	0.390	0.000
idol	4	1	4.140	0.000
idrijski	1	27	1.496	2.010
iftar	0	2	0.390	0.000
igla	-2	5	-1.610	1.118
iglavec	0	2	-0.235	0.884
igličev	0	3	-0.443	1.443
iglu	-1	2	-0.860	1.768
ignoranca	-2	13	-1.693	1.102
ignorantski	0	4	-0.110	1.000
ignoriranje	-2	5	-1.610	3.260
ignorirati	-1	23	-1.096	1.553
igo	-1	4	-0.860	1.768
igor	0	455	-0.047	1.602
igra	1	308	0.515	2.124
igrača	1	56	1.241	2.168
igračka	0	6	-0.304	1.761
igračkanje	-2	3	-1.971	1.049
igralec	1	117	1.092	2.073
igralen	0	74	-0.046	2.317
igralka	2	8	2.109	1.485
igralnica	0	137	-0.153	2.182
igralničar	-1	4	-0.860	1.021
igralniški	0	178	-0.049	1.872
igralništvo	0	66	-0.138	1.684
igralo	3	4	2.890	0.000
igralski	0	1	0.390	0.000
igranje	0	14	0.230	2.555
igrati	0	113	0.330	2.071
igrc	-1	1	-0.860	0.000
igrica	0	11	0.201	2.907
igrišče	1	67	1.223	2.188
igriški	-5	2	-4.610	0.000
igriv	3	1	2.890	0.000
igrivost	2	1	2.473	0.000
ih	-1	23	-0.621	2.385
ihanski	3	1	2.890	0.000
ihta	-2	1	-2.110	0.000
iii	0	28	0.420	1.470
ikona	0	20	0.452	1.646
ikonografija	-5	1	-4.610	0.000
ikt	2	8	2.057	2.017
il	0	6	-0.235	1.311
ila	-2	1	-2.110	0.000
ilegalen	-2	9	-2.249	2.534
ilirika	0	17	0.234	1.505
ilirski	0	16	0.301	1.799
ilirskobistriški	1	2	1.015	0.884
ilo	-1	46	-1.380	2.113
ilustracija	-3	2	-2.735	2.652
ilustratorka	3	1	2.890	0.000
ilustrirati	-2	1	-2.110	0.000
iluzija	-1	17	-1.416	1.029
iluzoren	0	2	-0.235	0.884
imago	3	1	2.890	0.000
ime	0	612	0.032	1.785
imenik	1	12	0.807	1.539
imeniten	1	6	1.015	2.201
imenovalec	0	12	0.008	1.958
imenovalnik	-2	1	-1.693	0.000
imenovanje	0	674	0.003	1.318
imenovati	0	713	0.371	1.222
imenski	0	13	0.390	0.711
imeti	0	9389	-0.091	1.980
imetje	0	15	-0.193	2.158
imetnica	0	10	-0.277	1.781
imetnik	0	122	0.129	1.754
imetništvo	1	5	0.640	0.559
imidž	1	3	1.223	1.909
imigracija	-3	3	-2.943	1.443
imigracijski	3	1	2.890	0.000
imigrant	-5	2	-4.610	0.000
imigrantski	-5	1	-4.610	0.000
imitator	-2	1	-2.110	0.000
imovina	-1	3	-1.277	1.443
imperativ	-1	1	-0.860	0.000
imperial	2	5	2.265	1.250
imperij	-1	36	-0.550	2.125
implementacija	0	23	-0.364	1.717
implementacijski	1	3	0.807	1.909
implementiran	2	1	1.640	0.000
implementirati	0	8	0.078	0.884
implicirati	-2	1	-2.110	0.000
impliciten	-1	1	-0.860	0.000
impotenten	-2	1	-2.110	0.000
impozanten	-2	1	-2.110	0.000
impregniranje	4	1	4.140	0.000
impresionist	3	2	2.890	0.000
impresiven	1	6	1.084	1.282
improviziranje	-1	1	-0.860	0.000
improvizirati	1	2	0.807	1.179
impulz	1	8	1.223	2.227
impulziven	1	3	1.223	1.443
imun	0	9	0.112	1.502
imuniteta	-1	28	-0.764	1.800
imunizacija	0	2	0.390	0.000
imunogen	2	1	1.640	0.000
imunolog	3	1	2.890	0.000
imunologija	2	3	2.473	0.722
imunomodulator	0	3	0.390	1.250
imunopatologija	3	1	2.890	0.000
imunost	2	2	1.640	1.768
imunski	-1	11	-0.746	2.401
im...	0	12761	-0.048	1.894
in	0	64859	0.080	2.046
ina	1	38	0.530	2.828
inačica	-2	2	-2.110	0.000
inavguracija	3	1	2.890	0.000
inavguracijski	0	1	0.390	0.000
incest	0	8	0.078	0.884
incesten	-5	1	-4.610	0.000
incidenca	-3	2	-2.735	2.652
incident	0	50	-0.442	2.414
incidenten	0	1	0.390	0.000
inčen	0	1	0.390	0.000
indeks	0	2313	0.213	2.774
indeksacija	0	5	-0.360	1.118
indeksen	-1	24	-0.519	2.891
indeksirati	-1	1	-0.860	0.000
independent	0	4	-0.235	2.394
indic	-1	16	-0.756	1.277
indiferenten	-1	1	-0.860	0.000
indijanski	-1	2	-1.485	2.652
indijec	1	4	0.702	2.577
indijski	1	57	0.892	2.454
indikacija	0	2	-0.235	0.884
indikativen	2	2	1.640	1.768
indikator	1	14	1.159	1.401
individualen	1	92	0.642	1.782
individualizem	-3	3	-2.943	1.443
individualizirati	0	1	0.390	0.000
indoevropski	3	1	2.890	0.000
indonezijski	1	17	0.702	1.854
indukcijski	-1	1	-0.860	0.000
induktiven	0	1	0.390	0.000
industrialec	2	4	2.265	1.250
industrializacija	3	1	2.890	0.000
industrializirati	-2	1	-2.110	0.000
industrija	0	798	0.145	2.238
industrijski	0	343	0.075	2.382
ind.	-1	21	-0.662	1.441
ineks	-3	1	-3.360	0.000
inercija	-1	1	-0.860	0.000
inercijski	3	1	2.890	0.000
inerten	-1	5	-0.860	1.250
infarkt	-3	2	-2.735	0.884
infekcija	0	1	0.390	0.000
infekcijski	-3	2	-3.360	0.000
infekciozen	-2	3	-2.110	2.500
infektolog	0	2	0.390	0.000
infektologinja	0	1	0.390	0.000
inferioren	-1	1	-0.860	0.000
inflacija	-1	893	-0.588	1.611
inflacijski	0	45	-0.248	1.319
influenca	-4	3	-3.777	1.443
info	0	42	-0.431	1.452
informacija	0	1496	-0.245	1.666
informacijski	0	195	-0.033	1.987
informacijskotehnološki	2	1	1.640	0.000
informatik	1	2	1.015	0.884
informatika	1	23	1.260	2.226
informativen	0	95	0.105	1.252
informatizacija	0	1	0.390	0.000
informatiziran	-1	1	-0.860	0.000
informator	0	9	-0.166	1.667
informatorjev	-2	1	-2.110	0.000
informiranje	1	20	0.682	2.172
informiranost	0	5	0.223	1.733
informirati	1	15	1.168	1.518
inform.	4	4	4.140	0.000
infra	0	7	0.182	1.461
infrardeč	3	1	2.890	0.000
infrastruktura	0	485	0.406	1.741
infrastrukturen	1	73	0.713	1.753
infra...	0	570	0.430	1.754
infuzija	1	4	1.015	1.614
inf.	0	43	-0.478	1.458
ingerenca	0	1	-0.027	0.000
ing.	0	19	0.346	0.961
inhibitor	1	3	1.223	1.909
ini	0	5	0.390	2.339
iniciativa	0	93	0.152	2.052
iniciativen	-1	49	-0.612	0.930
injekcija	0	91	-0.335	1.886
injekcijski	4	1	4.140	0.000
inkontinenca	3	1	2.890	0.000
inkriminirati	0	1	0.390	0.000
inkubator	2	19	1.779	1.040
inkubiran	3	1	2.890	0.000
inkvizicija	-1	1	-0.860	0.000
ino	0	5	-0.110	1.425
inovacija	2	108	1.772	1.484
inovacijski	3	12	2.612	1.297
inovativen	2	68	2.080	1.734
inovativnost	2	56	2.209	1.550
inovator	1	24	0.901	2.572
inovatorstvo	2	2	1.640	1.768
inovirati	0	3	-0.027	2.602
ino...	2	285	1.810	1.744
input	-2	1	-2.110	0.000
inp.	3	6	2.890	1.581
insajder	-2	1	-2.110	0.000
insajderstvo	-2	1	-2.110	0.000
insekt	-2	3	-1.693	1.909
insekticid	-2	2	-2.110	0.000
insinuacija	-2	4	-2.006	1.197
insolvenca	-2	1	-2.110	0.000
insolvenčen	-1	37	-1.103	1.576
insolventen	-1	114	-0.757	1.626
insolventnost	-1	198	-0.951	1.533
inspiracija	3	2	2.890	0.000
instanca	0	3	-0.443	2.887
instant	0	6	0.112	1.529
instinkt	2	1	1.640	0.000
institucija	0	386	0.132	1.851
institucionalen	0	97	0.393	1.435
institucionalizirati	-1	2	-0.860	1.768
institut	1	34	0.689	1.961
instrument	0	197	-0.111	1.725
instrumentacijski	3	1	2.890	0.000
instrumentalen	-1	2	-1.485	0.884
instrumentarij	0	1	0.390	0.000
inšpekcija	0	95	0.164	2.128
inšpekcijski	0	96	-0.377	1.926
inšpektor	-1	149	-0.578	1.940
inšpektorat	0	169	-0.315	1.966
inšpektorica	-1	17	-1.154	1.501
inšpektorski	2	1	1.640	0.000
inštalacija	1	11	1.455	1.757
inštalirati	2	4	2.265	1.250
inštitucija	0	28	0.189	2.118
inštitut	0	292	0.071	2.164
inštruktor	1	11	1.390	3.107
inštrument	0	17	-0.051	1.984
int	1	8	1.223	1.291
intarzija	-2	1	-2.110	0.000
integracija	0	31	0.321	1.727
integral	-2	17	-1.582	2.026
integralen	1	8	1.015	1.637
integrator	2	1	2.057	0.000
integriranost	-1	1	-0.860	0.000
integrirati	1	6	1.432	1.661
integriteta	0	34	0.096	1.633
intelekt	-2	1	-2.110	0.000
intelektualec	0	2	0.390	3.536
intelektualen	0	27	0.112	1.638
inteligenca	0	2	0.390	3.536
inteligenten	1	12	0.572	2.485
intenziteta	2	5	1.890	1.630
intenziven	1	131	0.517	2.004
intenziviranje	1	2	1.015	0.884
intenzivirati	-2	4	-2.110	2.041
intenzivist	0	1	0.390	0.000
intenzivnost	0	17	0.316	1.950
inter	-1	3	-1.416	1.203
interaktiven	2	8	2.354	0.668
interaktivnost	2	3	2.057	0.722
interdisciplinaren	3	6	2.557	1.624
interen	0	75	-0.038	1.802
interes	0	857	0.007	1.653
interesen	0	48	-0.062	1.618
interesent	1	92	0.666	1.324
interkalaren	0	9	0.251	0.417
internacionala	0	2	0.390	0.000
internacionalizacija	1	26	1.031	1.569
internacionalizirati	2	1	1.640	0.000
internet	1	140	0.574	2.352
interneten	0	55	0.034	2.456
internističen	-2	1	-2.110	0.000
interoperabilen	3	1	2.890	0.000
interpelacija	0	52	-0.227	1.305
interpelacijski	-2	1	-2.110	0.000
interpelirati	0	3	-0.027	0.722
interpolacija	-1	3	-0.999	0.636
interpretacija	0	26	0.012	1.423
interpretativen	-2	1	-2.110	0.000
interpretirati	-1	15	-0.666	1.208
interval	0	38	0.187	1.165
intervencija	-1	41	-0.708	1.799
intervencijski	1	27	0.714	1.868
intervencionističen	0	1	0.390	0.000
intervenient	0	1	0.390	0.000
intervenirati	-2	6	-1.832	1.781
intervent	-5	1	-4.610	0.000
interventen	0	69	-0.027	1.623
intervju	0	138	0.127	1.634
inter...	0	2611	0.081	2.063
intima	0	2	0.390	0.000
intimen	-1	5	-1.360	2.092
intra	4	2	4.140	1.768
intravenski	-3	1	-3.360	0.000
intra...	0	4	0.390	4.449
intriga	0	1	-0.027	0.000
intro	0	1	0.390	0.000
intubacija	-1	1	-0.860	0.000
intuicija	2	2	2.265	0.884
intuitiven	-1	1	-0.860	0.000
int.	2	5	1.640	2.500
invalid	-1	60	-0.565	2.536
invaliden	0	4	0.182	1.998
invalidnina	3	1	2.890	0.000
invalidnost	0	6	0.251	0.569
invalidski	0	121	-0.311	1.773
invazija	-1	5	-1.010	1.517
invaziven	1	6	1.015	2.394
invencija	0	1	0.390	0.000
inventar	-1	10	-0.666	1.230
inventivnost	3	1	2.890	0.000
inventura	0	7	0.390	1.909
inventuren	-2	1	-2.110	0.000
inverter	3	1	2.890	0.000
investicija	0	927	0.292	2.012
investicijski	0	574	0.112	1.784
investiran	1	12	0.980	1.876
investiranje	1	48	1.093	1.947
investirati	1	73	0.531	1.738
investitor	0	497	0.453	1.770
investitorstvo	-1	2	-0.860	1.768
investor	-3	2	-3.360	1.768
inv.	1	2	0.640	3.182
inženir	0	59	0.343	2.277
inženiring	0	98	-0.040	1.758
inženirka	1	2	1.223	1.179
inženirski	0	19	-0.443	2.732
inženirstvo	2	4	1.640	2.500
in natura	3	1	2.890	0.000
in...	0	81771	0.066	2.057
ionski	2	3	1.640	1.250
ip	1	28	0.509	1.835
ipek	2	1	1.640	0.000
ipn.	0	2	-0.235	0.884
ipod	0	3	0.112	3.342
ipodov	4	1	3.723	0.000
ipsilon	-2	5	-1.860	1.369
ip.	0	113	0.308	1.625
ir	2	2	2.265	0.884
ira	0	1	0.390	0.000
iranski	-1	22	-0.582	1.799
iraški	1	8	1.342	1.535
irelevanten	0	2	0.390	0.000
irhast	4	1	4.140	0.000
iris	2	1	1.640	0.000
ironičen	-1	2	-0.860	0.000
ironija	-1	5	-0.710	0.945
irski	0	108	-0.366	1.681
ishemičen	0	2	0.390	0.000
iskalec	0	59	0.397	2.233
iskalen	1	13	0.582	2.156
iskalka	-3	1	-3.360	0.000
iskalnik	2	39	1.569	1.867
iskanje	0	318	0.342	1.992
iskanost	0	1	0.390	0.000
iskati	0	700	0.156	1.824
iskra	0	158	-0.135	2.295
iskren	0	12	-0.131	2.351
iskrenje	-2	1	-2.110	0.000
iskrica	3	2	2.890	0.000
iskrin	2	4	2.265	2.394
iskriti	-5	2	-4.610	0.000
islam	-1	7	-1.396	2.485
islamski	-1	24	-0.610	2.316
islandec	0	14	0.092	1.217
islandski	-1	84	-0.786	1.752
isti	0	680	-0.050	2.194
istočasen	-1	6	-0.860	2.092
istoimenski	0	12	0.390	2.064
istospolen	0	13	-0.027	1.443
istovetenje	3	2	2.890	0.000
istovetnost	1	4	1.015	1.250
istovrsten	0	2	-0.235	2.652
isto...	0	132	0.298	2.069
istran	0	1	0.390	0.000
istrijanski	0	1	0.390	0.000
istrski	0	15	-0.443	1.809
iški	-2	1	-2.110	0.000
it	1	46	1.274	2.151
itak	-1	14	-0.949	1.508
italia	1	32	0.572	3.328
italijan	0	94	0.224	2.364
italijaniziranje	-2	1	-2.110	0.000
italijanka	-2	2	-2.110	3.536
italijanski	0	597	-0.181	1.998
italijanščina	2	2	1.640	1.768
italij.	0	637	-0.164	1.992
ital.	0	2	0.390	3.536
ita.	0	21	-0.443	1.782
iti	0	3671	-0.199	1.920
it.	0	3749	-0.179	1.929
iva	-1	2	-0.860	1.768
ivan	0	336	-0.295	1.714
ivanji	2	1	1.640	0.000
ivanjka	1	6	0.598	1.461
ivanov	-2	4	-2.422	1.197
iveren	1	8	0.747	1.391
iz	0	9541	0.047	2.037
izbira	1	261	0.634	1.597
izbiranje	0	10	-0.110	1.581
izbirati	1	74	1.012	1.680
izbirčen	2	2	1.640	1.768
izbiren	1	11	1.337	1.636
izbiti	-2	12	-2.214	1.550
izbočiti	-2	1	-2.110	0.000
izbojevati	0	1	0.390	0.000
izboljšanje	1	309	0.733	1.832
izboljšati	1	334	1.174	1.961
izboljšava	2	40	1.567	1.880
izboljševanje	1	17	0.807	1.846
izboljševati	1	88	1.461	1.947
izbor	1	254	0.982	1.819
izboren	2	3	2.057	1.443
izboriti	1	19	0.741	1.870
izbran	1	277	0.657	1.564
izbranec	-1	10	-0.860	1.768
izbranka	3	1	2.890	0.000
izbrati	1	391	0.687	1.720
izbris	-1	50	-1.094	1.801
izbrisati	0	30	-0.457	2.246
izbrisen	-1	16	-1.360	1.878
izbrskati	0	4	-0.027	1.954
izbruh	-1	99	-1.379	1.924
izbruhniti	-2	45	-2.138	1.447
izcedek	0	3	0.251	0.636
izčesek	-2	3	-2.110	0.833
izčistiti	0	1	0.390	0.000
izčrpajoč	-1	1	-0.860	0.000
izčrpanje	-1	3	-0.693	1.010
izčrpanost	-3	3	-2.943	1.443
izčrpati	-1	41	-0.626	1.868
izčrpavanje	-1	31	-1.153	1.610
izčrpavati	-1	25	-1.473	1.483
izčrpen	2	5	1.640	1.250
izdaja	0	469	0.116	1.671
izdajalec	0	4	0.078	3.287
izdajanje	0	33	0.064	1.886
izdajatelj	0	67	0.257	1.984
izdajateljev	0	1	0.390	0.000
izdajateljica	2	2	1.640	1.768
izdajati	0	63	0.034	1.700
izdatek	0	159	-0.056	1.733
izdaten	0	9	0.205	2.725
izdati	0	530	-0.084	1.672
izdatkoven	3	1	2.890	0.000
izdelati	1	138	1.375	2.105
izdelava	1	220	0.693	1.980
izdelaven	0	1	0.390	0.000
izdelčen	2	2	1.848	0.295
izdelek	1	1154	0.546	2.329
izdelovalec	0	32	0.468	2.419
izdelovanje	2	7	1.819	2.095
izdelovati	1	164	0.827	2.268
izdihljaj	0	3	-0.027	3.608
izdreti	-2	1	-2.110	0.000
izd.	0	1	0.390	0.000
izenačenje	-3	3	-2.527	2.602
izenačevanje	1	8	1.171	1.485
izenačitev	1	14	0.836	1.597
izenačiti	1	19	0.636	2.215
izginiti	-2	77	-1.806	1.882
izginjanje	-2	2	-2.110	0.000
izginjati	-1	6	-1.277	1.149
izginotje	-1	17	-0.860	1.882
izglasovanje	0	9	-0.304	1.102
izglasovati	0	106	-0.102	1.167
izgled	0	19	0.171	2.014
izgledati	0	21	-0.166	1.621
izgnanec	0	1	0.390	0.000
izgnanstvo	-1	4	-0.860	4.330
izgnati	-2	3	-2.110	0.000
izgon	0	8	-0.079	2.210
izgoniti	0	1	0.390	0.000
izgorel	-2	1	-2.110	0.000
izgorelost	-2	2	-2.110	0.000
izgorevanje	3	3	3.307	0.722
izgorevati	-2	1	-2.110	0.000
izgovarjanje	-2	1	-2.110	0.000
izgovarjati	-2	13	-1.629	1.576
izgovor	-1	36	-0.784	1.662
izgovoriti	0	3	-0.027	0.722
izgovorljiv	-1	1	-0.860	0.000
izgraditi	-2	3	-1.554	2.679
izgradnja	1	256	0.609	1.731
izgred	-1	18	-0.964	2.149
izgrednik	-1	8	-0.548	1.860
izgubarski	-3	2	-2.735	0.884
izgubar	-2	4	-2.422	2.135
izgubaški	-3	2	-2.735	0.884
izguba	-2	1878	-1.802	1.985
izgubiti	-2	1322	-2.009	1.902
izgubljanje	-2	5	-1.610	1.425
izgubljati	-1	212	-1.250	1.927
izhajanje	2	2	2.265	2.652
izhajati	0	181	-0.166	1.691
izhlapeti	-3	1	-3.360	0.000
izhlapevati	-2	1	-2.110	0.000
izhod	0	127	0.149	2.023
izhoden	1	52	0.560	1.758
izhodišče	0	180	0.215	2.052
izhodiščen	0	66	0.032	1.885
izid	0	263	0.172	2.158
izigranost	-2	1	-2.110	0.000
izigrati	-1	5	-1.110	1.576
izigravanje	-2	10	-1.610	1.344
izigravati	-1	1	-1.277	0.000
iziti	1	93	0.674	2.029
izjaloviti	0	7	-0.086	1.775
izjasnitev	0	2	0.390	0.000
izjasniti	0	7	0.128	1.035
izjasnjevanje	-2	1	-2.110	0.000
izjasnjevati	-2	1	-2.110	0.000
izjava	0	881	-0.380	1.676
izjaviti	0	132	-0.052	1.975
izjavljati	-1	7	-0.860	1.250
izjema	0	252	0.110	1.953
izjemen	1	174	1.056	2.167
izjemnost	0	1	0.390	0.000
izjemoma	0	23	-0.153	1.635
izkašljati	-3	2	-2.735	0.884
izkašljevanje	1	1	0.807	0.000
izkaz	0	58	-0.244	2.020
izkazati	0	350	-0.364	2.024
izkaznica	0	28	0.467	2.766
izkazovanje	-1	3	-1.416	0.636
izkazovati	0	75	-0.468	2.240
izklapljanje	1	3	0.529	3.155
izklapljati	0	1	0.390	0.000
izklicen	0	92	0.001	1.144
izključen	-1	87	-0.606	1.478
izključevalen	-1	1	-0.860	0.000
izključevanje	-2	5	-1.610	1.118
izključevati	0	69	-0.167	1.606
izključitev	0	26	-0.377	1.294
izključiti	0	71	-0.498	1.371
izklop	-2	7	-1.812	1.147
izklopiti	-1	15	-1.277	1.681
izkop	0	13	0.294	1.801
izkopati	0	31	0.350	2.288
izkopavanje	1	7	1.283	2.573
izkopavati	3	1	2.890	0.000
izkopen	0	4	0.390	2.041
izkoreniniti	1	3	0.946	1.879
izkoreninjenje	3	1	2.890	0.000
izkoristek	1	15	0.701	1.931
izkoristiti	1	236	0.691	1.933
izkoriščanje	0	62	-0.281	2.308
izkoriščati	0	61	-0.430	2.319
izkoriščenje	0	2	0.390	0.000
izkoriščenost	0	3	0.390	2.165
izkoriščevalski	-3	1	-3.360	0.000
izkristalizirati	2	1	1.640	0.000
izkriviti	0	3	0.112	1.049
izkrivljanje	0	11	-0.330	1.358
izkrivljati	-1	8	-1.016	1.239
izkrvaveti	-4	3	-3.777	1.443
izkupiček	0	64	0.304	1.969
izkusiti	-1	8	-0.964	2.788
izkušenost	2	2	1.640	1.768
izkušen	1	33	1.059	1.943
izkušnja	1	386	0.992	1.897
izleči	3	1	2.890	0.000
izlet	1	33	0.999	2.722
izletnik	0	5	-0.277	1.200
izletniški	3	1	2.890	0.000
izliti	-2	1	-2.110	0.000
izlitje	-2	5	-1.693	1.932
izliv	2	11	2.095	1.877
izločanje	2	4	2.265	1.250
izločati	-1	5	-1.110	1.369
izločen	-1	30	-0.707	1.672
izločevalnik	2	1	1.640	0.000
izločevanje	-3	1	-3.360	0.000
izločitev	0	41	-0.262	1.493
izločiti	-1	73	-0.902	1.782
izločitven	-1	41	-1.046	1.220
izlov	-1	3	-1.277	3.608
izložba	-3	2	-2.735	2.652
izluščiti	-1	2	-1.485	2.652
izmakniti	-1	2	-1.485	0.884
izmazati	-2	1	-2.110	0.000
izmed	0	732	-0.030	2.042
izmena	0	100	-0.056	2.144
izmena	0	100	-0.056	2.144
izmenjati	1	29	1.356	1.473
izmenjava	1	84	0.796	1.752
izmenjavanje	-2	1	-2.110	0.000
izmenjavati	0	2	0.390	0.000
izmenjevalec	3	1	2.890	0.000
izmenjevanje	3	1	2.890	0.000
izmenjevati	0	8	-0.079	1.882
izmenoma	-1	1	-0.860	0.000
izmenski	-2	1	-2.110	0.000
izmera	1	7	1.432	1.461
izmeriti	-1	20	-1.214	2.168
izmerljiv	-3	1	-2.527	0.000
izmet	2	2	1.640	1.768
izmikanje	-5	1	-4.610	0.000
izmikati	-1	7	-1.336	1.567
izmisliti	-1	12	-1.277	1.231
izmišljanje	-2	1	-2.110	0.000
izmišljen	-1	10	-0.860	1.443
izmišljevati	-2	3	-2.110	0.000
izmišljotina	-1	7	-1.396	1.417
izmotati	-5	1	-4.610	0.000
izmuzniti	0	3	-0.443	1.443
iznad	3	1	2.890	0.000
iznajdba	0	1	0.390	0.000
iznajdljivost	-2	7	-1.991	1.843
iznajdljivost	-2	7	-1.991	1.843
iznajdljiv	0	12	-0.304	2.425
iznesti	0	1	0.390	0.000
izneveriti	0	7	0.390	1.909
izničenje	-1	1	-0.860	0.000
izničevati	-2	1	-2.110	0.000
izničiti	0	38	-0.103	2.204
iznos	0	1	0.390	0.000
izobesiti	1	4	0.702	1.573
izobešanje	3	1	2.890	0.000
izobilje	2	2	1.640	1.768
izoblikovati	1	11	0.966	1.828
izobrazba	0	147	0.115	1.986
izobrazben	-1	5	-1.110	2.404
izobraziti	2	8	2.421	1.145
izobražen	0	31	-0.148	2.262
izobraženec	3	1	2.890	0.000
izobraženost	-1	1	-0.860	0.000
izobraževalen	1	51	1.406	2.272
izobraževanje	1	267	0.521	2.015
izobraževati	1	16	0.963	2.052
izogib	-1	19	-0.706	1.609
izogibanje	0	42	-0.364	1.841
izogibati	0	72	-0.206	1.711
izognitev	-3	2	-2.735	0.884
izogniti	0	358	-0.360	1.833
izolacija	1	41	1.469	2.011
izolacijski	2	15	1.723	2.239
izolacionizem	2	1	1.640	0.000
izolativnost	2	7	2.265	1.046
izolator	0	18	0.276	1.807
izoliranost	0	1	0.390	0.000
izolirati	0	4	0.390	1.021
izoliren	0	3	-0.443	2.887
izolski	0	48	-0.142	1.875
izostajanje	0	2	0.390	3.536
izostanek	-2	6	-1.749	0.670
izostati	0	5	-0.360	2.271
izostritev	2	1	1.640	0.000
